review_id,reviewer_id,product,rating,text,label,account_age_days,total_reviews,avg_rating,all_5_star_pct
C0056,U0056,Electronics_5,5,"This is a great bathroom radio.  It's moisture resistant, compact, and fairly attractive.  More importantly, the controls are very easy to operate, even with wet hands, and it sounds very good.  It has a weather band that is very useful.

I think it would be hard to do much better than this for a bathroom radio, and I recommend it most highly.",genuine,212,75,4.0,0.27
C0057,U0057,Tools_and_Home_Improvement_5,5,"I was looking for a better set of jaws and these fit the bill.  I was disappointed.  There was a small plastic part on the bottom that was not easily removed.  The jaws were well made and were easy to use.  I would recommend this set.Great for the price.  I have used the most of the blades in the shop.  I like the blade sizes.  This one is a little bigger than my previous one and a little bigger than my previous one.  I don't know why.  I'll try to keep this one in the shop and keep it handy.I like the design of this blade.  I have to get the threads in the right positions and to make the ""top"" thread to",fake,730,38,3.33,0.2
C0058,U0058,Books_5,4,"I thoroughly enjoyed these stories of childhood friends/lovers who were separated for reasons beyond their control and moved on with their lives. When they are reunited some 10 years or so later, sparks fly again and the chemistry between them is as strong as ever, but they must learn to let go of past hurts and rediscover each other again. The last story was a pleasant surprise because it was a contemporary romance instead of a regency romance like the first two, which was a nice change of pace.",genuine,1295,41,4.06,0.39
C0059,U0059,Books_5,5,"I will keep it simple and simple and let you choose what you want to read.Very good.I read this book in the middle of the night, and",fake,45,87,4.77,0.92
C0060,U0060,Toys_and_Games_5,5,This was a Christmas gift to my 8 year old and he loves it.  We set it up Christmas day and then left for a few days.  When we came back one of the cars wouldn't operate as it did before we left.  We did some switched batteries and tried some minor problem solving but the car just wouldn't work correctly.  Contacted the company and received a prompt response back.  Did the steps as was recommended to us from Tech Support and then gave them the results.  They again responded promptly and advised that they would need to send out a calibration tool but with the holidays and such we wouldn't have it until after the 1st of the year.  No problems here.  Rec'd the calibration tool earlier than I expected and performed the steps that were supplied and everything works great!  Couldn't be happier with the support we rec'd.  ...and love this racetrack.  Would definitely recommend.,genuine,8,43,4.94,0.94
C0061,U0061,Sports_and_Outdoors_5,5,"Works like it should.  Not a bad quality product.  My husband likes it.Very nice.I bought this for a friend,",fake,26,53,4.78,0.94
C0062,U0062,Home_and_Kitchen_5,5,"Love this blanket, wish I had bought it years ago. I will keep it for a long time.I bought this for a friend, she loves it!I bought this",fake,2439,59,3.33,0.37
C0063,U0063,Books_5,5,"Beryl Markham was brought to life in the story, and I really enjoyed this book. I'm a big fan of the Dresden Files, and this is the first time I've read it. The plot is really good, and the characters are well developed. I enjoyed the descriptions of the characters. I liked the fact that they were all over the place. There was also a lot of plot twist, and I liked the fact that they were all connected. Overall, this was a very good book. I would recommend it to anyone who enjoys fantasy, or just someone who likes to read and enjoy. I really enjoyed this book. I read it to a friend, and I loved it. I also read it to my family and my family. I loved it. I love the characters. I love the history of the world. I love the characters. I love the mystery. I love the characters. I love the characters. I love the characters. I love the characters. I love the characters. I love the characters. I love the characters. I love the characters. I love the characters. I love the characters. I love the characters. I love the characters. I love the characters. I love the characters. I love the characters. I love the characters. I love the characters. I love the characters. I love the characters. I love the characters. I love the characters. I love the characters.",fake,790,74,3.64,0.16
C0064,U0064,Home_and_Kitchen_5,5,"Terrific product.  Sturdy and looks great.  Great quality.  Also, it's been one of my favorite summer drinks.  I love that it's plastic, so it doesn't slip off the counter when I open it.  It also comes with a handy little dispenser for the cold drinks.  I love the fact that I can fill the dispenser with water and",fake,32,52,4.81,0.86
C0065,U0065,Electronics_5,1,"Terrible product.

Does not support ""Wireless AP"" mode. Even if you manually disable DHCP, turn off SPI firewall, plugin  using LAN ports, it still restricts access to lan devices.

Also, it has LOTs of bugs including:
-Cannot allow WAN administration  from any BOGON networks. It looks like you can, but then errors out. Before applying settings
-By default it has vLAN tagging on port 3 and 4. but documentation does not tell you.
-Web admin interface is NOT httpS, and has no option to enable https.
-DNS is forcefully bound to the WAN port, thus to use it as a Wireless AP you must have a LAN cable attached... AND a LAN cable.
-Wireless defaults to use captive portal, even with guest Network turned off. So you have to enable guest Network, disable captive portal, click save, then disable guest Network again and NOW the non-guest network will work like it should. GAH! No way should anyone have to deal with this junk...

I have been trying to tell myself to just accept this devices issues, but even after hours of changing settings, it is impossible to make it work like it is supposed to. It is not even consistent, sometimes it will not let you connect, or will start dropping packets, so I have to use my old wireless as it, while older technogy, is reliable.

ONLY good thing about this device... the wireless range is very good. Unfortunately because some days it decides to just drop packets randomly, the range benefit is useless :(

*Note: TP-Link devices are ONLY good if you wipe original firmware and use OpenWRT. I have an older WDR4300 and a WDR810, with OpenWRT they work well... just old technology, unfortunately because Archer C9 uses Broadcom chip you cannot use OpenWRT.",genuine,60,30,4.76,0.98
C0066,U0066,Kindle_Store_5,4,"Grace DeLeo hadnt had good luck with the job she was doing. She had just been fired from her job and had had to leave for a new position.

She was in a bad place. A little over 60% in debt. Her car was broken down and she had no money. She had no idea what to do with her life. She had to start over and take care of her family. She had to do it by herself.

But when she got her job she thought she would be able to do it. But when she saw she was not just a person. She was a person. She was a mother, a sister, a husband, a wife, a mother-in-law, a wife-in-law, a grandmother and a mother-in-law's son.

Mina has a good heart. She has a past and she was very hard to forgive. She had a lot of secrets. She had a lot of secrets. She had a past that had been against her for a long time. She had to make it through the whole ordeal.

Her ex-boyfriend was very scary and she was scared for her life. She was in a lot of pain. She had to decide if she could trust him again. She had to make the right choice.

After a year of living with her ex, she finally got her ex",fake,11,110,4.96,0.96
C0067,U0067,Sports_and_Outdoors_5,5,"<div id=""video-block-R3UOCM6EJJF7JV"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/C1wSU7JYfuS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/01cYIhjRe2S.png"" class=""video-slate-img-url"">&nbsp;This is a review of the U&X cycling gloves. I was provided with a free sample for evaluation,

These are fairly priced cycling gloves that don't skimp on workmanship or comfort. I used the sizing chart and measuered my palm size as instructed. It indicated that size Large would be my size so that's what I ordered. They fit perfectly.

These are a 3-panel design and made of a microfiber suede material in combination with EVA padding and a stretch nylon. I find them to be really comfortable, particularly around the top of the glove. Some gloves I've used can be irritating around my wrist either because they go up to high on the wrist or because the material is a little stiff or abrasive. These were just great in that regard, not stiff or abrasive, not too high... just right. The velcro closure was also not too excessively long or too skinny, it was just right.

There is nice patch of microfiber on the thumb for wiping sweat off your face and small tabs on two of the fingers enable you to pull these off your hands more easily.

Not too  much padding but just the right amount for me, The padding is not gel, like many gloves, buy EVA foam. I hope that it holds up with repeated use... most of my gloves have used gel so I'm not sure what to expect from the EVA foam.

Overall I'm impressed with these. The price is fair and I feel these gloves can compete well with more expensive, better known brands.",genuine,813,35,4.37,0.5
C0068,U0068,Electronics_5,5,Very nice product! Much better than the stock Garmin.works great.Nice little speaker! Works great. ,fake,1868,8,4.31,0.22
C0069,U0069,Electronics_5,4,Love it. Got it for the Note 10.1 2014. Love the many angles to adjust the screen. All ports and buttons are available while in the case. High quality and secure.,genuine,31,83,4.93,0.89
C0070,U0070,Toys_and_Games_5,5,Really cute for the price.  She is a very good model.  My 2 year old has,fake,60,29,4.76,0.97
C0071,U0071,Sports_and_Outdoors_5,4,"Cute indoor toy for inclement weather. Hard, smallish wheels make the trike a little difficult to move; perhaps a blessing in disguise. Folds away for easy storage.",genuine,34,109,4.93,0.89
C0072,U0072,Movies_and_TV_5,5,"What a great little movie.  I had never heard of this, but it popped up on my recommendations and got good reviews, so I gave it a try.  This so much reminded me of Donald Westlake's comic crime caper novels.  A great little story with plenty of laughs.  The plot involves a group of low rent, misfit criminals trying to pull of a heist of a lifetime, or as the call it, their 'Bellini'.  Well, complications occur, problems arise, and the whole thing gets rather messy.  William H. Macy is great along with Isaiah Washington, Sam Rockwell, Michael Jeter, and Luis Guzman.  A great ensemble cast in a highly enjoyable, funny movie.  A sad note, I had heard Michael Jeter died recently, which is quite sad.  I thought he was great in the Green Mile.",genuine,276,29,3.53,0.31
C0073,U0073,Clothing_Shoes_and_Jewelry_5,5,Received this week just put it on and it's comfortable.  I love it!Very pretty.I bought this for my,fake,54,91,4.85,0.9
C0074,U0074,Sports_and_Outdoors_5,2,"Construction is ok.  Another chinazon company with a half dozen brands of the identical helmet to spread bad rating around.  I rate it 3 stars because all the Velcro pieces that hold the liner in, needed to be glued properly as they came unstuck on the first removal for washing.  The only way to know if it actually meets any impact standards is to destroy it and I'm not made of money.  I just now knocked a star off because I just realize they don't even claim to meet any impact standards whatsoever.",genuine,2376,47,3.34,0.53
C0075,U0075,Pet_Supplies_5,1,The ramp is too skinny and steep. The dogs won't use it.  Was a waste of money.,genuine,16,87,4.87,0.86
C0076,U0076,Pet_Supplies_5,5,Great product and able to use it as an alternative to the cold weather shampoo. I have used the,fake,55,100,4.99,0.91
C0077,U0077,Kindle_Store_5,5,First I want to say thanks for gifting me this book. I really loved it. Ready for part two already,genuine,958,37,3.72,0.17
C0078,U0078,Pet_Supplies_5,5,"This ball and squeeker has outlasted all the other squeaky dog toys, including the hippo kong, kyjen Platypus plush squeaky eggs.  The Kyjen Invicibles Plush Snake Stuffingless dog toy is still squeaking and in pretty good shape, the pup detached some trim but couldn't figure out how to tear it up.  She shreaded her Kong Ballistic Ring dog toy in nothing flat, sadly.",genuine,2385,30,3.28,0.3
C0079,U0079,Tools_and_Home_Improvement_5,4,"I have friends who are SCCA corner workers and others who are EMTs and Firefighters. Both are jobs that can involve cutting, prying open, grabbing hot or sharp things, etc.  I saw this as a good tool to keep in my car to use ""just in case"" I had a chance to be a hero, like my friends. But first, I brought it to church to show my firefighter friend and get his thoughts. Here's what he said:

He thought it was a little heavy to carry but he thought he would be able to substitute it for a couple of other tools he carries. He liked the combo pliers/wire cutters and saw how they could be used to turn, bend or cut through wires or grills. He immediately recognized the key slot that could close gas valves. The pry bar end too could be useful to open stuck doors or smash windows. Finally, and the reason for only 4 stars, the fire hose tightened isn't very useful since he say that you really need two to snug up the joint.

Quality build, several useful tools, a little heavy, worth a try for the heros in your life!",genuine,1532,45,3.35,0.42
C0080,U0080,Pet_Supplies_5,5,Both of my dogs (full grown) love the taste. I will keep this for the next couple of months. Great price! I will definitely order again!I bought this for my puppy's tank.  It is a good size for,fake,2257,44,3.59,0.42
C0081,U0081,Pet_Supplies_5,5,"Great comb, really gets down on the neck.  Not too hard or heavy for the size of the hair.",fake,40,52,4.89,0.88
C0082,U0082,Books_5,4,"Heavy on content, but not enough to make the reader want to read anything more. I would recommend this book to anyone who is interested in both the social commentary and the historical analysis of the social issues.

Reviewed by Nancy LindquistI absolutely loved this book! I was so excited to read it. I was also so excited to read the sequel! It is a great sequel to the first book in the series! I can't wait to see what happens",fake,52,64,4.79,0.94
C0083,U0083,Kindle_Store_5,2,"I Was looking for some free games to play.  I don't like it, it's more of a waste of time, than anything.",genuine,181,43,3.72,0.26
C0084,U0084,Movies_and_TV_5,5,My daughter has been watching the Supernatural series from the very start and was missing the seventh season. I bought it for her as a black Friday deal so it was super cheap and it arrived in record time. She loves it! I recommend it to anyone who loves Supernatural.,genuine,1499,64,4.01,0.33
C0085,U0085,Kindle_Store_5,5,I chose five stars because it was short and sweet. I will admit that I was a bit nervous about reading this story. I liked how the characters seemed to have a great chemistry and that it was a little rushed.,fake,55,63,4.78,0.94
C0086,U0086,Sports_and_Outdoors_5,5,"Mounted this on the stem of a Schwinn Excursion bike.  Easy to install with the provided O-Rings.  Wireless sensor mounted easily as well with its own O ring.  The spoke magnet was a little tricky to install but once I had it oriented the right way (directions are not crystal clear) it went off without a hitch.  The wheel sensor has a little green led that flashes when it detects the magnet so you can test the distance between magnet and sensor to make sure its correct and working.

The display comes setup for handle bar mounting but instructions are clear and simple if you need to change its orientation on the base plate for stem mounting.  The computer twists off the base plate so you can pocket it and walk away when leaving the bike locked up in a  dicey area.  The instruction book comes with a tire chart so you can set tire size without having to measure anything.

Keep in mind that the display never actually turns off; when it detects no activity for a while (15? minutes) it switches to standby mode and just shows computer model number.  Even with that the battery (CR2032) is said to last a year in both the computer and speed sensor so we will see.

The instruction booklet is a little dense as every page repeats the instruction in 5 or 6 languages but fairly simple to follow.",genuine,1552,16,4.1,0.48
C0087,U0087,Electronics_5,4,"Very fast, solid performer. I use it as an external HDD for my computer, and I have not had a problem.  The drive itself is solid",fake,19,70,4.71,0.87
C0088,U0088,Electronics_5,1,This was really a waste of money.  The old rabbit ears and converter worked better than this did.  Not happy.,genuine,44,38,4.96,0.91
C0089,U0089,Sports_and_Outdoors_5,5,"Ok so I've seen a few of the other reviews saying that it's too small for my arms.

I had to get a size small and the shoulders are a bit large. The only thing I can say is that I am very pleased with the fit and feel of this shirt. I am very happy with it and it will be a great addition to my collection.I love this gun. It does what it's supposed to do. It's easy to shoot and easy to clean. I've shot about 1,000 rounds in it, and it's actually not bad. It's a bit heavier than I expected, but it's not too heavy. It's a good pistol, and I would definitely recommend it to anyone. It's bright and bright. I've had no problems with the battery, and the sight is great. I'm happy with the purchase.Works great on my Trek TDSI bike. I use it for my MTB and other ride-hiking bikes.Works great for my husband.  He loves it.  He does not like it when he rides on the trails.  He will be buying more.This is the only bag I have ever used that",fake,50,118,4.77,0.92
C0090,U0090,Clothing_Shoes_and_Jewelry_5,5,"These are great and fit perfect. The only problem is that they are a little too large. I'm 6'5"" and wearing a 32D, and the",fake,5,47,4.76,0.96
C0091,U0091,Clothing_Shoes_and_Jewelry_5,2,"Seemed to be a tad under 1-1/4"" - I wound up sending it back right away because the fit was a little sloppy on my buckle.",genuine,49,138,4.77,0.86
C0092,U0092,Kindle_Store_5,5,"I really enjoyed this mystery as everything just fell in place from the start to finish. Of course there was a death to figure out the who dunnit part and then finish with a wedding. It was not a traditional wedding, but a wedding right along. A good read.",genuine,34,54,4.89,0.96
C0093,U0093,Kindle_Store_5,3,Put this on my kindle and read it. It is a great book for a beginner to start,fake,1479,61,4.06,0.4
